id,number,amount_due,amount_paid,amount_remaining,subtotal,total,currency,status,paid,customer,subscription,collection_method,attempt_count,due_date,period_start,period_end,created
in_8ea64d57ef3242a482828f02,INV-009820,3900,3900,0,3900,3900,usd,paid,True,cus_d91a72b7b7394f6294fc99c9,sub_08a502970b5b4cca814fbcb4,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T10:35:00Z
in_4b7d8f90218c4d9b822e4dc3,INV-009821,2900,2900,0,2900,2900,usd,paid,True,cus_941a7f66f9e14e199007dbf9,sub_2fc7f840f68d4a0487e8c5f0,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T10:50:00Z
in_fc925677837c452084678878,INV-009822,3900,3900,0,3900,3900,usd,paid,True,cus_c85dc47d7eb94b0b96c6635d,sub_929325d7666e496c8e9a5392,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T10:25:00Z
in_862e131f9b3a474b8963f949,INV-009823,3900,3900,0,3900,3900,usd,paid,True,cus_98b140f27b93483094dd9049,sub_ecd05357f47242e09e03a63f,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T19:07:00Z
in_a006ef02531d4946a839e7a5,INV-009824,3900,3900,0,3900,3900,usd,paid,True,cus_5aa7a7653e8d482c848b1f6c,sub_b57467ec41d041b880a2b694,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T08:55:00Z
in_7efc79faf08040049f9e7c20,INV-009825,3900,3900,0,3900,3900,usd,paid,True,cus_d811496260644084bc9a1ea4,sub_263e3cc1a0314134af45ea18,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T11:44:00Z
in_2f9f4c51980f49348af164fc,INV-009826,4900,4900,0,4900,4900,usd,paid,True,cus_af4fa0beb5f54ead96206fb0,sub_1035fc78a09c43a8a888fec7,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T03:35:00Z
in_622df8b833274240a53f5814,INV-009827,3900,3900,0,3900,3900,usd,paid,True,cus_df921efbcb7b4f28809880b4,sub_d69221c94faf4ac4b7f6378e,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T00:29:00Z
in_f86010b31aad473293c1ca29,INV-009828,7900,7900,0,7900,7900,usd,paid,True,cus_9d859a9abe914fbfab0d4104,sub_35ab98e567a0495ea969aea9,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T04:40:00Z
in_20fcad0ecc61494a93b06ae4,INV-009829,2900,2900,0,2900,2900,usd,paid,True,cus_7679cc836b7c48e6ae734192,sub_7d29af4462444105814846a2,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T03:27:00Z
in_f23660d18adb44638b1aeb0c,INV-009830,7900,7900,0,7900,7900,usd,paid,True,cus_e3f73c9512a94584bc9de9ae,sub_0593c2295e994e6bb035e5a2,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T06:20:00Z
in_b80a9c9f4b0c42c7af85bde0,INV-009831,2900,2900,0,2900,2900,usd,paid,True,cus_83e1f531298448c38aa77078,sub_f9dcc23ae19f47b1a9b4c1bc,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T05:50:00Z
in_adeab644ab924e35bdfe3873,INV-009832,3900,3900,0,3900,3900,usd,paid,True,cus_989c3abdd9c54570b0e016f5,sub_0191b1ffc5644889b067cfe9,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T02:13:00Z
in_42368145f98748329bdabb51,INV-009833,2900,2900,0,2900,2900,usd,paid,True,cus_2e973f4987c34d7599a6a900,sub_e2d1f9924e0047f79b73d5d4,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T01:18:00Z
in_1fda7bbcda0546b8af49b8b7,INV-009834,2900,2900,0,2900,2900,usd,paid,True,cus_97dba164f63a4f198108fd07,sub_b97551402e3741d9b350ac1f,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T05:36:00Z
in_fceae54229e3448f92c18bc8,INV-009835,3900,3900,0,3900,3900,usd,paid,True,cus_2036d2abb7a44119b98cd891,sub_f88a251fe3de48d8804ea3cb,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T03:40:00Z
in_5ef45b87a1ab4824b0f57b53,INV-009836,3900,3900,0,3900,3900,usd,paid,True,cus_4eebf0fb49b54ba0a045c8a8,sub_83a5b95c7c2f4d70b12b237f,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T06:46:00Z
in_4f1f84abe7d7475394646da4,INV-009837,3900,3900,0,3900,3900,usd,paid,True,cus_364bd9aca55e4e37bbc67c9a,sub_f2fa6e01c3534c8485dfc6cb,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T00:17:00Z
in_7f43f227cdf94e3b8ff3dcf3,INV-009838,2900,2900,0,2900,2900,usd,paid,True,cus_17f554bbc4274c7cb85acf8e,sub_7c2f70ffd279432cb00e50d1,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T03:20:00Z
in_83d06939b36b4d3b838558f3,INV-009839,2900,2900,0,2900,2900,usd,paid,True,cus_7ce83c340b4c48b7a87a66ae,sub_77e37a0295224eb5b6acf628,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T01:55:00Z
in_b608806a7c6a4efa86a7c1f8,INV-009840,7900,7900,0,7900,7900,usd,paid,True,cus_50c7e90084b84148860673ee,sub_cc0cfe4b41b24583a8d69803,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T06:54:00Z
in_344a99811a2544e4a490d790,INV-009841,4900,4900,0,4900,4900,usd,paid,True,cus_00fc989799f540c5bf39c2f1,sub_c891726377bd4c70a59b6ea2,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T02:55:00Z
in_3575af53fc8442829a42d3ae,INV-009842,2900,2900,0,2900,2900,usd,paid,True,cus_b717ce796eda4a58a1482605,sub_0ff6f9ac54164f7e9d7ba43c,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T04:33:00Z
in_9c48c5e11be94d8f8b8d0ac8,INV-009843,3900,3900,0,3900,3900,usd,paid,True,cus_25502e8e3e8d4a0487861c26,sub_88e21383dbcb47ee903177ac,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T02:11:00Z
in_bc9871b5c03244b5b4ff5a5e,INV-009844,2900,2900,0,2900,2900,usd,paid,True,cus_c3c18892d4aa42a3a081e1b4,sub_4ad9fd22fa9d4010b757d162,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T06:45:00Z
in_75d48ffc000e40caac36e060,INV-009845,4900,4900,0,4900,4900,usd,paid,True,cus_4ddd88f6ac524d369c3ec40a,sub_0c9d848cffc646a29cb27d74,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T02:03:00Z
in_5f26e90cd5e34cdeba3872f2,INV-009846,2900,2900,0,2900,2900,usd,paid,True,cus_3576e441bf9c462a9c02083a,sub_dba5c65385a248e0abcf0423,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T01:47:00Z
in_43ec0c6350ca41c38a345e79,INV-009847,3900,3900,0,3900,3900,usd,paid,True,cus_1d57c0c4e30a47ada58a64c2,sub_4f6f6f2a5d1849848dc4a758,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T06:00:00Z
in_89839f4293cd49e2bac5944b,INV-009848,2900,2900,0,2900,2900,usd,paid,True,cus_1f41a9cabaa44388a0bcd64d,sub_dedef85219d141ac92878f2b,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T01:57:00Z
in_acbf97aa852b41bdbd0e77a3,INV-009849,3900,3900,0,3900,3900,usd,paid,True,cus_8217eeeecec449c68d054934,sub_9e4d185fc8704d57bf4b7ecd,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T00:56:00Z
in_117be506c46a40df92452e7d,INV-009850,3900,3900,0,3900,3900,usd,paid,True,cus_a13ae98fe5d44bba9819488c,sub_24c3a8db7d83426388c93fb4,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T00:39:00Z
in_dd4e86a6057d4219bb8b5e18,INV-009851,3900,3900,0,3900,3900,usd,paid,True,cus_d1bd1dee4c494ee19dd2a2a1,sub_d4de0a645081484d8a5cc2af,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T01:11:00Z
in_4251aa89f3684f19a1701363,INV-009852,4900,4900,0,4900,4900,usd,paid,True,cus_95fa09cdc3974c25835b0fac,sub_06a1c5f0815548559595e112,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T02:20:00Z
in_5227d81dbbd342f69b97ee97,INV-009853,4900,4900,0,4900,4900,usd,paid,True,cus_9661cd120c304fc8853daeb7,sub_74609e069baf48058d562074,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T02:48:00Z
in_1878eeaf9c394f2bbccb545f,INV-009854,4900,4900,0,4900,4900,usd,paid,True,cus_5450fe61afb649e5ad3143aa,sub_1008620ed0434d01aae12b1b,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T02:43:00Z
in_3060bad57782487495349651,INV-009855,3900,3900,0,3900,3900,usd,paid,True,cus_b641370f361b41e581242d91,sub_0853911a78544217984083ba,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T04:39:00Z
in_bb23827b55064f4889b6eb60,INV-009856,7900,7900,0,7900,7900,usd,paid,True,cus_c6507fda61b443ccbab04e62,sub_85e3bc023c0648aa8b1ab3ca,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T03:16:00Z
in_cb502fb32a324671bd6e1b9a,INV-009857,4900,4900,0,4900,4900,usd,paid,True,cus_13db8f7216294e50861e4fc7,sub_b1127a2921e14078b8103481,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T02:00:00Z
in_3235291e5f9741c1a70e7558,INV-009858,7900,7900,0,7900,7900,usd,paid,True,cus_5d7534c9202244b886c477ee,sub_6751b4a1fb1941a7972e1bb1,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T02:32:00Z
in_f38a3fd3bf7243b4bbb2307d,INV-009859,7900,7900,0,7900,7900,usd,paid,True,cus_51b1eeb1a8444e10aa1f56dd,sub_ac322529cb5e4c5d80fc27c3,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T00:57:00Z
in_e0a39d27a84b4082bfed2d7a,INV-009860,2900,2900,0,2900,2900,usd,paid,True,cus_bf1e63fd4b40404a9dea6520,sub_9e4717ea63044904a71eadd8,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T01:06:00Z
in_342fd373ac60439a83fca6e9,INV-009861,4900,4900,0,4900,4900,usd,paid,True,cus_47521e7c85c243f29b6ecd1d,sub_ccd317d61a7d4c8687bbed5f,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T01:42:00Z
in_f8a78e6521d84dfcbc2c76b5,INV-009862,2900,2900,0,2900,2900,usd,paid,True,cus_b20298d641934f9c9798ba47,sub_e08a80696cbb4e19a749b230,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T01:57:00Z
in_a8f2620c603843789e8b0109,INV-009863,14900,14900,0,14900,14900,usd,paid,True,cus_400b19c6a422441088c25acb,sub_f4f369740d114c6bbabf9e77,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T05:21:00Z
in_a71ee8b9b02f466994c6f03a,INV-009864,2900,2900,0,2900,2900,usd,paid,True,cus_2eecce20ae2e48ef969418c1,sub_1e4a19d3b73b4cb698350d01,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T05:45:00Z
in_d09b86ebda334592bf71245c,INV-009865,7900,7900,0,7900,7900,usd,paid,True,cus_7bf4af3e2aab471686fed256,sub_87fd93b038154487ae43d7da,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T06:12:00Z
in_c2f8cfadbeea4df98a0cf23f,INV-009866,2900,2900,0,2900,2900,usd,paid,True,cus_e6738cd1613b49c2b28691a5,sub_e2270fbf65e84b7083f5c06f,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T00:08:00Z
in_436c78f3046f4d849a74ff86,INV-009867,3900,3900,0,3900,3900,usd,paid,True,cus_69eb020cee244dce86a9be75,sub_e30a4acbba8c4b12b16f82fc,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T02:06:00Z
in_f911bb51b14d48c494acacb1,INV-009868,7900,7900,0,7900,7900,usd,paid,True,cus_cb51807b5a6c4a92bee5b7b3,sub_621d85bd06074e0dbd7f9c72,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T04:14:00Z
in_822df55b8fd84c7f8cecead9,INV-009869,2900,2900,0,2900,2900,usd,paid,True,cus_43b45464353845609e43c271,sub_73cf112c7a5a43ee860b4bc0,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T02:36:00Z
in_dd72f6d380474999b680eedb,INV-009870,3900,3900,0,3900,3900,usd,paid,True,cus_b949101856384dbb9c90bcd4,sub_345f068eaeaa47489bafc3a0,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T01:10:00Z
in_65ffc742e5eb48e98b690cfd,INV-009871,3900,3900,0,3900,3900,usd,paid,True,cus_0b04a1d1219946c785bb3d60,sub_0387e8f166c2429e9ede21a8,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T01:15:00Z
in_17e1cf0c46ce47c7b07fbe79,INV-009872,4900,4900,0,4900,4900,usd,paid,True,cus_27f8a1c7175449a7aae442a4,sub_bb6c75c806fa45e9ab8592ad,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T03:13:00Z
in_cee3188dab024a97a0efea85,INV-009873,2900,2900,0,2900,2900,usd,paid,True,cus_02a79159aa7840e699a477b1,sub_b6372bf2473849fa96244dc3,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T01:43:00Z
in_eb145793c44c46179bb7574e,INV-009874,14900,14900,0,14900,14900,usd,paid,True,cus_b49af7519e974f1981061690,sub_2ff8ca9cb8224ecca7eb470a,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T01:29:00Z
in_31f4411b5e034d4d9e927c3d,INV-009875,3900,3900,0,3900,3900,usd,paid,True,cus_4b90dfc63a9242009d9a33dc,sub_f865f2aa390e4b5da3002260,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T00:38:00Z
in_f1e47e1c67e144c2b9ac1937,INV-009876,4900,4900,0,4900,4900,usd,paid,True,cus_dc582cfbdcb5443cb1d87b0c,sub_bb4df578506a4eb69649cbe8,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T02:47:00Z
in_022e22e77db9490fac8436cc,INV-009877,2900,2900,0,2900,2900,usd,paid,True,cus_c03f9be0205b45cf8395e22c,sub_722cb3b4f11946bc9ad4ff0b,charge_automatically,1,,2026-01-10T00:00:00Z,2026-02-09T00:00:00Z,2026-01-10T06:58:00Z
in_82a2ad7df50b494593ae4129,INV-009878,2900,2900,0,2900,2900,usd,paid,True,cus_4d558b2385604a489b1a4a7f,sub_e22bca994c0b401b96181c64,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T12:32:00Z
in_6e0ca5abfaaa46f2b9ecb54c,INV-009879,4900,4900,0,4900,4900,usd,paid,True,cus_f6ee9188e58d4ce999fbe60d,sub_e434a25449d143f9957b0510,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T18:06:00Z
in_c7671c89a8d441708c866abc,INV-009880,7900,7900,0,7900,7900,usd,paid,True,cus_a0f10b729f744472909b44eb,sub_eff09dd6182446fba92b810e,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T12:07:00Z
in_7a909637e8cf42a384041ded,INV-009881,2900,2900,0,2900,2900,usd,paid,True,cus_f201de02645945eb83748f57,sub_b297dd3da81d4dc0af76ea64,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T22:46:00Z
in_6342faeb08e649538a854fba,INV-009882,3900,3900,0,3900,3900,usd,paid,True,cus_2a676092d56e49e5bd384b50,sub_c34ee91436194ad5be1b4e1f,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T22:54:00Z
in_8a9c0dbe63ac47b6a6eb92ad,INV-009883,7900,7900,0,7900,7900,usd,paid,True,cus_6e5c9c099ad340c6ad20bfa2,sub_6b74b76bd4f24bb488ba1120,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T13:47:00Z
in_6f7df78904134cae8881e1cd,INV-009884,2900,2900,0,2900,2900,usd,paid,True,cus_c6780a19ea52410a8f1af121,sub_94f3a910267c40a1b04b8827,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T13:33:00Z
in_fa10d4b777ec473fb186b1ae,INV-009885,2900,2900,0,2900,2900,usd,paid,True,cus_140658dcc91f4ba988ab88fc,sub_f718a278237d4d16ab1d47f6,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T22:02:00Z
in_6b460b54bc3c4af28b170777,INV-009886,7900,7900,0,7900,7900,usd,paid,True,cus_cea3c17fce734fe2b4e9f254,sub_ff948da65fe9497bb8649c23,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T08:34:00Z
in_7741e9d8d1d24999b1a3b707,INV-009887,2900,2900,0,2900,2900,usd,paid,True,cus_319deb4a204749c3b7f9a20c,sub_2f2c6f84418f4f82b52ea2c8,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T06:47:00Z
in_eca20907177b486ca8a68a3f,INV-009888,7900,7900,0,7900,7900,usd,paid,True,cus_5163ad436f8243ec99e0483d,sub_7ca39c0dbdf14f02a7532a1c,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T05:44:00Z
in_829db29b550746b2ab66eb1f,INV-009889,4900,4900,0,4900,4900,usd,paid,True,cus_82027c4f74b8480b9810892f,sub_a2d3ef95b256423bad642da0,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T06:06:00Z
in_5ed859c717f7481c95a94b2d,INV-009890,2900,2900,0,2900,2900,usd,paid,True,cus_8ecae60292a34b2881074c27,sub_1b53807fdf6942b38a47f283,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T02:59:00Z
in_620f7e12f04747cfb1c99205,INV-009891,4900,4900,0,4900,4900,usd,paid,True,cus_7e130c926a204bb4b6fd4c5f,sub_49f837a7e65149bb87662958,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T06:56:00Z
in_8978b319fc604fd48caf0963,INV-009892,3900,3900,0,3900,3900,usd,paid,True,cus_1b787dba425149f6beec103e,sub_9be47e4ad6d74aae8791f783,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T01:44:00Z
in_6870b5fdd17b437cbd346ae2,INV-009893,4900,4900,0,4900,4900,usd,paid,True,cus_45a9e7a236ae4b4987b7efde,sub_d888123af92b4dc7959f00bc,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T01:03:00Z
in_63b3add9c4314ab29313a669,INV-009894,3900,3900,0,3900,3900,usd,paid,True,cus_94f86d88366b4dfc8e575854,sub_4fcef4a7f2ff4045b8eb91b1,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T00:27:00Z
in_ad22278c41b24ba79b3f0250,INV-009895,2900,2900,0,2900,2900,usd,paid,True,cus_18d1a90960d540d69621c873,sub_5c475a5a48984dc3aebbf161,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T02:33:00Z
in_c13c8c9bf6d14ad982961e5e,INV-009896,2900,2900,0,2900,2900,usd,paid,True,cus_7a0f36db1a6b4fb5a589f10c,sub_db7b6883788340b0a1b8ad85,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T06:22:00Z
in_d933670f15184b9a8ec76a03,INV-009897,3900,3900,0,3900,3900,usd,paid,True,cus_8d73b9ffeda34e71bd1d0371,sub_4273b84cd75642549d5f7901,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T03:28:00Z
in_208aef0db8be45729e34e67d,INV-009898,14900,14900,0,14900,14900,usd,paid,True,cus_0189132ec058448687ff9d63,sub_0e96c91459964a24a1d61ef4,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T03:07:00Z
in_8829101a0a3d46b28c99f005,INV-009899,2900,2900,0,2900,2900,usd,paid,True,cus_d7b6ddc217e8456cbd4c978d,sub_d4e445f202b24a96adb228de,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T00:26:00Z
in_eff1b46373054b69842320cd,INV-009900,4900,4900,0,4900,4900,usd,paid,True,cus_0ebdf03486fa4e99ac082f14,sub_9bda2a56f4844f23b8bc9aac,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T04:41:00Z
in_2ff8822aef064f6e9ed4bf1f,INV-009901,3900,3900,0,3900,3900,usd,paid,True,cus_75b07813fd3c406b84647108,sub_aae452eca8a743fe8d0d113c,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T05:39:00Z
in_cba2586b17f2456bb861862b,INV-009902,3900,3900,0,3900,3900,usd,paid,True,cus_5148aee1dfda49248d031fc4,sub_22b9b00711c84920ac110d7e,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T00:01:00Z
in_4ef0eef132f34e6fa4dd0876,INV-009903,2900,2900,0,2900,2900,usd,paid,True,cus_64a37225f765410ab862b823,sub_83aa6cb6fc1d4c37b0c9e48e,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T03:23:00Z
in_9863acfc5c8c490fb60e4d6f,INV-009904,2900,2900,0,2900,2900,usd,paid,True,cus_a231ec7377364e1e9f0d11ff,sub_3610a2f915614e249273fcfe,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T05:25:00Z
in_bbcad60d6c004e53960e94d0,INV-009905,3900,3900,0,3900,3900,usd,paid,True,cus_3541f15efe334c90a2934fee,sub_06bec63cc7384bc49eefae71,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T05:25:00Z
in_337d8a01f58447139a4f21be,INV-009906,2900,2900,0,2900,2900,usd,paid,True,cus_48a8239661dd49e2a201a2c4,sub_3f5c09b5bc654cdf8389bbfd,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T02:17:00Z
in_7bd365c6059947dfa3d29238,INV-009907,2900,2900,0,2900,2900,usd,paid,True,cus_d2ccebc6650741309deae42d,sub_c01c0303d4aa476697735f93,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T06:45:00Z
in_9acbde9072ee43178a648933,INV-009908,3900,3900,0,3900,3900,usd,paid,True,cus_2ccf904831c44ab382af521e,sub_87beba790df54062b4bb0c9b,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T06:08:00Z
in_f4efe86d78ad4e458e0c8515,INV-009909,2900,2900,0,2900,2900,usd,paid,True,cus_58e31286416843f0bff5ebb7,sub_3212d01af29e446bbfd51955,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T02:13:00Z
in_f90a476f62894c4d848d4876,INV-009910,4900,4900,0,4900,4900,usd,paid,True,cus_88228fedb6064e9087f5e7bd,sub_2246aef26ca84c26850f2f79,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T01:09:00Z
in_8d8b310dd3a74193acb162fc,INV-009911,3900,3900,0,3900,3900,usd,paid,True,cus_a95a9c593f1345ac81c8577e,sub_8e59a5b816b8445491e8173f,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T03:15:00Z
in_ffbfb419fb3244128bc3b0a1,INV-009912,3900,3900,0,3900,3900,usd,paid,True,cus_542119d5b5bd4d41b6fde447,sub_ed28fda6ec1e4a7184067f31,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T03:30:00Z
in_c525b7a1519142c6ae1f87f5,INV-009913,3900,3900,0,3900,3900,usd,paid,True,cus_ef976baa8e63463f85a0a230,sub_5517beaeb67d4e19b7c3f0d4,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T06:21:00Z
in_1bf5d2d451c94c8b9dd10cc1,INV-009914,7900,7900,0,7900,7900,usd,paid,True,cus_75cc4d2c82c9453f8d60fd10,sub_4e6a8f414fb94d349a02732c,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T01:53:00Z
in_b0d20ebd82ed491d97e6ceb5,INV-009915,2900,2900,0,2900,2900,usd,paid,True,cus_7d55ad37a5b44058982ecdf4,sub_b74371d081024d3fb1701fec,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T02:08:00Z
in_70d7c054ce3f4adca02d7684,INV-009916,7900,7900,0,7900,7900,usd,paid,True,cus_4fe9dfab5e6b44a595d8dcd0,sub_e7c26f83555a45f797243a97,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T04:03:00Z
in_6c2941fd4a5e446992493c36,INV-009917,2900,2900,0,2900,2900,usd,paid,True,cus_816c0c13d0fa493c9a5a42ec,sub_71a762ea262c4d78abfdb2a7,charge_automatically,1,,2026-01-11T00:00:00Z,2026-02-10T00:00:00Z,2026-01-11T04:55:00Z
