id,customer,status,amount,currency,interval,cancel_at_period_end,canceled_at,cancel_at,trial_start,trial_end,current_period_start,current_period_end,description,default_payment_method,latest_invoice,start_date,created
sub_db6b0e5517f644b787156c60,cus_9c3efa955fb541cba97d7135,canceled,3900,usd,month,False,2026-03-21T20:25:00Z,,,,2026-02-20T00:00:00Z,2026-03-22T00:00:00Z,Growth Plan,pm_259a6d2aee3a44edbf548d0a,in_2f7adeeab4e64230bc0a7584,2025-12-22T00:00:00Z,2025-12-22T19:45:00Z
sub_d1a3dc6ca65947fca208b057,cus_c6f0efb8161b474583fdf7db,active,7900,usd,month,False,,,,,2026-04-21T00:00:00Z,2026-05-21T00:00:00Z,Team Plan,pm_06018023c2ba47f084bfa3c6,in_702ac164e9274b3688091d45,2025-12-22T00:00:00Z,2025-12-22T22:05:00Z
sub_adf09e5202104e059a0d0201,cus_a7b80f3d4f6f4de182c98739,active,14900,usd,month,False,,,,,2026-04-21T00:00:00Z,2026-05-21T00:00:00Z,Enterprise Plan,pm_5eebeb6b05244a298f80fe01,in_03b3a1c96211479cab054e96,2025-12-22T00:00:00Z,2025-12-22T20:59:00Z
sub_97c0bf682e764189b79b92da,cus_c6120fdbac5a468bacf3477f,active,4900,usd,month,False,,,,,2026-04-21T00:00:00Z,2026-05-21T00:00:00Z,Pro Plan,pm_4bae273a1bdd4247bc768e1e,in_ccaf0af7cedc47daa90bdff0,2025-12-22T00:00:00Z,2025-12-22T18:47:00Z
sub_644550e0732a4bfd93b8ae55,cus_498faa246f604b5386acc583,active,2900,usd,month,False,,,,,2026-04-21T00:00:00Z,2026-05-21T00:00:00Z,Starter Plan,pm_c28aa9687666465cb9918354,in_5920e3453b0b4668b216cf4d,2025-12-22T00:00:00Z,2025-12-22T13:30:00Z
sub_499b28d9f2244d1291ba2244,cus_4808733139ab4a8280edadd5,active,7900,usd,month,False,,,,,2026-04-21T00:00:00Z,2026-05-21T00:00:00Z,Team Plan,pm_0f7f3e747f0247f59c3a6412,in_2d02a25d2c8b4965a464a247,2025-12-22T00:00:00Z,2025-12-22T09:06:00Z
sub_11be45fb2e444bdc9ad3c4f0,cus_4f2c84c1f6aa4f5b9d5576a7,canceled,7900,usd,month,False,2026-01-30T08:52:00Z,,,,2026-01-21T00:00:00Z,2026-02-20T00:00:00Z,Team Plan,pm_212a3066cafd405cb9b60120,in_438c1ad537564606b07609b7,2025-12-22T00:00:00Z,2025-12-22T08:39:00Z
sub_4ee96a2cc4784c11b874f764,cus_2b4a59a03e2f4aed90964a00,canceled,4900,usd,month,False,2026-02-13T04:36:00Z,,,,2026-01-21T00:00:00Z,2026-02-20T00:00:00Z,Pro Plan,pm_21b4c92661aa4814842e3214,in_5dc2cf4263fa4879a64ce637,2025-12-22T00:00:00Z,2025-12-22T21:49:00Z
sub_9856d93f9ba54acb9d92c175,cus_469d189f33814281842ab8b6,active,4900,usd,month,False,,,,,2026-04-21T00:00:00Z,2026-05-21T00:00:00Z,Pro Plan,pm_4bf0b3174a4c4b2185f0e881,in_36a1af2351324865a924e05f,2025-12-22T00:00:00Z,2025-12-22T19:52:00Z
sub_7dbb7616df67414391ffe866,cus_aea35e4f7e304f2e97915508,canceled,3900,usd,month,False,2026-02-24T12:32:00Z,,,,2026-02-20T00:00:00Z,2026-03-22T00:00:00Z,Growth Plan,pm_f0ce2174226e4f8f80458543,in_e605cb1d88e4461090828e56,2025-12-22T00:00:00Z,2025-12-22T15:39:00Z
sub_1799cd8a881a4b35b2d7de73,cus_5125ce6f06ed4fbc875fb1f7,active,2900,usd,month,False,,,,,2026-04-21T00:00:00Z,2026-05-21T00:00:00Z,Starter Plan,pm_36469536a3ed4821b16abb03,in_175a24a94f6a4534a1d60485,2025-12-22T00:00:00Z,2025-12-22T13:03:00Z
sub_c1f876d863464ada98c7c817,cus_20feeeddde884f86b595cbf4,active,4900,usd,month,False,,,,,2026-04-21T00:00:00Z,2026-05-21T00:00:00Z,Pro Plan,pm_35ca6ce26fcd4a3f97dbbe9f,in_3e98db3dc3a94949a6f43bc8,2025-12-22T00:00:00Z,2025-12-22T11:33:00Z
sub_d7cc8c3a675b40f3992a6496,cus_cd5a1cbf827641a891f7435c,active,4900,usd,month,False,,,,,2026-04-21T00:00:00Z,2026-05-21T00:00:00Z,Pro Plan,pm_d98163df813241d8b3db2afb,in_0b6077e3d78742e9bfa364c8,2025-12-22T00:00:00Z,2025-12-22T14:33:00Z
sub_1badd8c0b7c440ac957a295b,cus_18b1f6d13e78415f80f49fa9,active,7900,usd,month,False,,,,,2026-04-22T00:00:00Z,2026-05-22T00:00:00Z,Team Plan,pm_bc401594fc7445739c6f8281,in_271112012a3f4e5595b5f9f3,2025-12-23T00:00:00Z,2025-12-23T08:52:00Z
sub_76621616fd4046369ffe6ee6,cus_9df1482d713e488cb50d2696,active,3900,usd,month,False,,,,,2026-04-22T00:00:00Z,2026-05-22T00:00:00Z,Growth Plan,pm_13922d9a4acc4ba9ade1eaf4,in_93fbaa5acdf243bf8c262e0d,2025-12-23T00:00:00Z,2025-12-23T22:12:00Z
sub_e4c424f5a57845bb867a2e05,cus_941a92c28b144e7a95d7a2dc,active,2900,usd,month,False,,,,,2026-04-22T00:00:00Z,2026-05-22T00:00:00Z,Starter Plan,pm_e08ecf9f422f48d0887a1bdb,in_f003bdd96e4e463488e16490,2025-12-23T00:00:00Z,2025-12-23T10:18:00Z
sub_97d71882ea9742b9a7ad3356,cus_a5b3ef3d1ee141269caacaec,active,14900,usd,month,False,,,,,2026-04-22T00:00:00Z,2026-05-22T00:00:00Z,Enterprise Plan,pm_baa4775312b846628fe82aca,in_9e8ff009948d4e6f89ef8347,2025-12-23T00:00:00Z,2025-12-23T09:17:00Z
sub_30689abefe9e475b8709b0f5,cus_fa6bb61f11d24485ad029350,active,4900,usd,month,False,,,,,2026-04-22T00:00:00Z,2026-05-22T00:00:00Z,Pro Plan,pm_6909b7a4f32c45b493306e20,in_b9dec6a029d046f28e9c1823,2025-12-23T00:00:00Z,2025-12-23T11:14:00Z
sub_6f5fe03aeeb54ca38e916e82,cus_7a739071fe5b4f30af9f7050,active,2900,usd,month,False,,,,,2026-04-22T00:00:00Z,2026-05-22T00:00:00Z,Starter Plan,pm_4c877a4423ab4f7d94f4e066,in_45789e03ece64477aa464f56,2025-12-23T00:00:00Z,2025-12-23T17:55:00Z
sub_b57af811d91942d4bfb71ae0,cus_d20ee8f5ac3f4e88a8957418,active,2900,usd,month,False,,,,,2026-04-22T00:00:00Z,2026-05-22T00:00:00Z,Starter Plan,pm_7417c8d06fcf498da515725d,in_370da941d09a42f5b745cec0,2025-12-23T00:00:00Z,2025-12-23T10:35:00Z
sub_28f062c347e649d6885f3dff,cus_165114816ec94126861d1cf8,active,4900,usd,month,False,,,,,2026-04-22T00:00:00Z,2026-05-22T00:00:00Z,Pro Plan,pm_04598a2400204436b9bdda54,in_9b4610ad18174d45ac890176,2025-12-23T00:00:00Z,2025-12-23T11:34:00Z
sub_3aad67ffb47943eab7e371f7,cus_d6191cd3292a4384851420c1,active,4900,usd,month,False,,,,,2026-04-22T00:00:00Z,2026-05-22T00:00:00Z,Pro Plan,pm_75f834cc32ca49e48f5c2c32,in_38b6645bb0584af5b1fce693,2025-12-23T00:00:00Z,2025-12-23T10:50:00Z
sub_7a28e429d6ec472ebaa80d12,cus_518ee216d43d4aacb7f96eec,canceled,3900,usd,month,False,2025-12-28T20:19:00Z,,,,2025-12-23T00:00:00Z,2026-01-22T00:00:00Z,Growth Plan,pm_d6cd2cacfcb442e9901a4939,in_c6a9d1ca77e44a3db1ad8ffa,2025-12-23T00:00:00Z,2025-12-23T18:47:00Z
sub_d1ad412faaf847feacbed0cd,cus_71ff87505bd04ecca7098821,active,3900,usd,month,False,,,,,2026-04-22T00:00:00Z,2026-05-22T00:00:00Z,Growth Plan,pm_c46f307540874d13ae3dfded,in_45cd86944b8e4c038577bab1,2025-12-23T00:00:00Z,2025-12-23T18:56:00Z
sub_1ea3dde162764ad6bd51b5d6,cus_d91530f9006d4c25a814bee2,canceled,3900,usd,month,False,2026-02-11T19:39:00Z,,,,2026-01-23T00:00:00Z,2026-02-22T00:00:00Z,Growth Plan,pm_5d41529b2ea04868b1756d24,in_c99b9af02ce6411998dea865,2025-12-24T00:00:00Z,2025-12-24T12:54:00Z
sub_debdbc80416e4910886afe94,cus_9a0fa00e6034404ea86eda01,active,2900,usd,month,False,,,,,2026-04-23T00:00:00Z,2026-05-23T00:00:00Z,Starter Plan,pm_85560b56126e423ca70f139f,in_a6220795082f48ed9a80e315,2025-12-24T00:00:00Z,2025-12-24T14:40:00Z
sub_b4c192e7db4a45d9af1f2fa5,cus_cbf8e57109804aeca24c29df,active,4900,usd,month,False,,,,,2026-04-23T00:00:00Z,2026-05-23T00:00:00Z,Pro Plan,pm_bd61ba2905504b7f9946eb62,in_d2827a2d2f1340c88fcbe976,2025-12-24T00:00:00Z,2025-12-24T15:09:00Z
sub_8008c4f9d5534e5bbd066171,cus_126f84e67d48408aa7568f73,active,3900,usd,month,False,,,,,2026-04-23T00:00:00Z,2026-05-23T00:00:00Z,Growth Plan,pm_fe89881d2c27445bba9deda2,in_e3fcafe6a2954ceca119bbb7,2025-12-24T00:00:00Z,2025-12-24T08:49:00Z
sub_b4cfaf1bc796445982a04014,cus_e3800631595644aba1c2d506,active,7900,usd,month,False,,,,,2026-04-23T00:00:00Z,2026-05-23T00:00:00Z,Team Plan,pm_c2d644b9383d410381c83202,in_023d7bd9a9924b2ea358b155,2025-12-24T00:00:00Z,2025-12-24T17:22:00Z
sub_6798e53d50c843abadbf98e9,cus_4b147a4855d74cbfa26801d5,active,2900,usd,month,False,,,,,2026-04-23T00:00:00Z,2026-05-23T00:00:00Z,Starter Plan,pm_aaf7707abc3c4f01a0dd34e0,in_c4a3434984db4af9a8d60b1c,2025-12-24T00:00:00Z,2025-12-24T19:18:00Z
sub_eaa81e2fd34640bcb170da35,cus_f971e0225dec4dab99db01c1,active,3900,usd,month,False,,,,,2026-04-23T00:00:00Z,2026-05-23T00:00:00Z,Growth Plan,pm_2fa344bf673a4c2fb09196bd,in_280945ada140497e84d5a247,2025-12-24T00:00:00Z,2025-12-24T15:17:00Z
sub_2f9d4db5275f42bdb6a2a515,cus_400599a24d494854bf4a11d7,active,14900,usd,month,False,,,,,2026-04-23T00:00:00Z,2026-05-23T00:00:00Z,Enterprise Plan,pm_63d77512b56140328c462a38,in_b9e5195e265440b096720340,2025-12-24T00:00:00Z,2025-12-24T21:55:00Z
sub_3712e6230a8b4c22bdbb562c,cus_971ff81f01f449859a4de047,active,2900,usd,month,False,,,,,2026-04-23T00:00:00Z,2026-05-23T00:00:00Z,Starter Plan,pm_c10c25fc33554170bdebfabf,in_0a969ae602a9473e8afdfb7e,2025-12-24T00:00:00Z,2025-12-24T09:24:00Z
sub_48972aae4ee343d2938b4283,cus_8899e80998d24a4e96d8afd3,canceled,2900,usd,month,False,2026-03-21T08:32:00Z,,,,2026-02-22T00:00:00Z,2026-03-24T00:00:00Z,Starter Plan,pm_6054c8cb073a44a199f665d1,in_a38a844f7d6348e484f1fdf1,2025-12-24T00:00:00Z,2025-12-24T18:29:00Z
sub_d31b89807529479da2210109,cus_ac0b4d4d7d4441a5beb765c5,active,4900,usd,month,False,,,,,2026-04-24T00:00:00Z,2026-05-24T00:00:00Z,Pro Plan,pm_70e5536d649e4869b63d70ae,in_91ef0b18abb84deab33c2cce,2025-12-25T00:00:00Z,2025-12-25T21:46:00Z
sub_5701a5cad6974466acb8c7e1,cus_cfe7d01d91fa479e88016dbb,active,7900,usd,month,False,,,,,2026-04-24T00:00:00Z,2026-05-24T00:00:00Z,Team Plan,pm_03fd7b48f0d44928a5d47b7b,in_52400c4ac6df457498e4008f,2025-12-25T00:00:00Z,2025-12-25T18:33:00Z
sub_10a13dc037eb458887d33838,cus_e417bd23fadb481b8f896ab3,active,4900,usd,month,False,,,,,2026-04-24T00:00:00Z,2026-05-24T00:00:00Z,Pro Plan,pm_6c30bf9fd35f47bc823a776c,in_8021c24151b643daac0e57ae,2025-12-25T00:00:00Z,2025-12-25T21:13:00Z
sub_593c7bfa19404f66bc734390,cus_73da5266dcd441a1981d19a3,active,4900,usd,month,False,,,,,2026-04-24T00:00:00Z,2026-05-24T00:00:00Z,Pro Plan,pm_a283fcb7b1eb4d28ab288379,in_dd045468a4fe408685a09b1b,2025-12-25T00:00:00Z,2025-12-25T12:06:00Z
sub_810929a26e74467aa1900d49,cus_293f73a8cbb24056bd217cc3,active,7900,usd,month,False,,,,,2026-04-24T00:00:00Z,2026-05-24T00:00:00Z,Team Plan,pm_a4513dd31c7e415f95db0c5b,in_173f778af5514ffb8ae41405,2025-12-25T00:00:00Z,2025-12-25T15:21:00Z
sub_0de56a88eaaa48738e2bc0c0,cus_bd8ace96ce634183b60714ad,active,4900,usd,month,False,,,,,2026-04-24T00:00:00Z,2026-05-24T00:00:00Z,Pro Plan,pm_9daba2aee71d4c49a305a902,in_fb641a2872054fb3b5fff4e4,2025-12-25T00:00:00Z,2025-12-25T18:42:00Z
sub_a43e11f2e6be4db8a0c598f1,cus_4685892975454ba98518f4f2,active,3900,usd,month,False,,,,,2026-04-24T00:00:00Z,2026-05-24T00:00:00Z,Growth Plan,pm_42b3631c55f544dda83c9075,in_62db4206ae78407f8318d6fd,2025-12-25T00:00:00Z,2025-12-25T19:32:00Z
sub_257c86f460fc47a38b007126,cus_69e744bac8074adead02b0fe,active,7900,usd,month,False,,,,,2026-04-24T00:00:00Z,2026-05-24T00:00:00Z,Team Plan,pm_32f2597990554e539a894df6,in_13f1cd96b8f240cbb86e3138,2025-12-25T00:00:00Z,2025-12-25T09:42:00Z
sub_39570de644c24c43b931a4a3,cus_a30a3420862c4aafa39629f7,active,2900,usd,month,False,,,,,2026-04-24T00:00:00Z,2026-05-24T00:00:00Z,Starter Plan,pm_804de0067aaf44829ae21e54,in_c51f5c3178bb49b0adc870de,2025-12-25T00:00:00Z,2025-12-25T19:41:00Z
sub_8e182b05845e4e83a095567b,cus_f5acd28d25ad4cbba4a7a011,active,7900,usd,month,False,,,,,2026-04-24T00:00:00Z,2026-05-24T00:00:00Z,Team Plan,pm_8b8e9240a558420288fb8739,in_e60ac3d6a139457dab4b5515,2025-12-25T00:00:00Z,2025-12-25T15:15:00Z
sub_c6ea9a2c303243bf94e5f4e0,cus_2310bcef77484065a22bb24a,active,2900,usd,month,False,,,,,2026-04-24T00:00:00Z,2026-05-24T00:00:00Z,Starter Plan,pm_bedf4f25da1a4dcd83a0429a,in_f5aa35fb8a2f40cab1e4c869,2025-12-25T00:00:00Z,2025-12-25T12:55:00Z
sub_982195db7b4a427480c6d878,cus_cf58a319a4b747b2b77ebf22,canceled,2900,usd,month,False,2026-04-15T00:08:00Z,,,,2026-03-25T00:00:00Z,2026-04-24T00:00:00Z,Starter Plan,pm_6389bf7ea21048098d24f651,in_953c3571997748f29b05c995,2025-12-25T00:00:00Z,2025-12-25T14:36:00Z
sub_9e90e9b734fc4635ab4cb3dd,cus_547a849a5456428fba9eea43,active,4900,usd,month,False,,,,,2026-04-25T00:00:00Z,2026-05-25T00:00:00Z,Pro Plan,pm_9844d73b5fd94dda9a1deeae,in_195598d6a44b4a23a89cede4,2025-12-26T00:00:00Z,2025-12-26T16:01:00Z
sub_e20b6fa02a8b4150bc027132,cus_9ac8f86dc544429ca57e97df,canceled,4900,usd,month,False,2026-02-18T15:16:00Z,,,,2026-01-25T00:00:00Z,2026-02-24T00:00:00Z,Pro Plan,pm_7327c89baa5a4d128dd641e3,in_ff4b03f90d164d259a9ec8aa,2025-12-26T00:00:00Z,2025-12-26T10:16:00Z
sub_0c8b89cda8704280af77179b,cus_596ccbbe61a7472188bc0bdd,active,4900,usd,month,False,,,,,2026-04-25T00:00:00Z,2026-05-25T00:00:00Z,Pro Plan,pm_91dac7c2b88f448b98238f21,in_1ad3adb2e77246d8933b01c8,2025-12-26T00:00:00Z,2025-12-26T08:17:00Z
sub_be307dc410574c9ba8f30cb2,cus_89a2c702f6fa483aa5d603ae,active,4900,usd,month,False,,,,,2026-04-25T00:00:00Z,2026-05-25T00:00:00Z,Pro Plan,pm_c7424a39df9e4218a519c250,in_8e6328089014422292586f78,2025-12-26T00:00:00Z,2025-12-26T22:47:00Z
sub_3df44f69ffed4edfa349bcaa,cus_83a15c238799414cb7b2b82d,active,4900,usd,month,False,,,,,2026-04-25T00:00:00Z,2026-05-25T00:00:00Z,Pro Plan,pm_9993c4bf2fb84ddf87ec62b7,in_9d106ec83b264fcc893f8169,2025-12-26T00:00:00Z,2025-12-26T10:37:00Z
sub_1ea14f2cca2f410eb5c67891,cus_2647bb5616a84221bcbefc4c,active,3900,usd,month,False,,,,,2026-04-25T00:00:00Z,2026-05-25T00:00:00Z,Growth Plan,pm_dbd0bbb43c63417a91b0c551,in_18d707d9188948919f93b1e9,2025-12-26T00:00:00Z,2025-12-26T22:36:00Z
sub_371b66bd5b8b4b17ac74ee96,cus_be089d733f8b4740ada15f02,active,2900,usd,month,False,,,,,2026-04-25T00:00:00Z,2026-05-25T00:00:00Z,Starter Plan,pm_5773dfd39c6f48e0b0e8700b,in_9e83c09725b5495683bb5416,2025-12-26T00:00:00Z,2025-12-26T19:18:00Z
sub_7288d0f277e84b4e8183fe28,cus_fd4334cabf7c402eb9e8ff3f,active,4900,usd,month,False,,,,,2026-04-25T00:00:00Z,2026-05-25T00:00:00Z,Pro Plan,pm_8e8777a9a5d64565bfbd83dc,in_5bfa57c6237e432abd942e38,2025-12-26T00:00:00Z,2025-12-26T09:14:00Z
sub_25332b77f0f948f292d580c3,cus_ee2df05d62b643b2ad503634,active,3900,usd,month,False,,,,,2026-04-25T00:00:00Z,2026-05-25T00:00:00Z,Growth Plan,pm_021d9cc3e15e46d4b7c973ee,in_a62ca172696b4eca8eec1c06,2025-12-26T00:00:00Z,2025-12-26T14:03:00Z
sub_4a080ff64d20407db27cc33c,cus_ed338e45c1d140bc9143f32b,active,4900,usd,month,False,,,,,2026-04-25T00:00:00Z,2026-05-25T00:00:00Z,Pro Plan,pm_54a8e83618c546fca10374e0,in_4cff38ec47a545a5ab5863da,2025-12-26T00:00:00Z,2025-12-26T16:55:00Z
sub_0284b55e6aee43f49255c576,cus_b8eda7ac61bc4c2bacfcb593,active,4900,usd,month,False,,,,,2026-04-25T00:00:00Z,2026-05-25T00:00:00Z,Pro Plan,pm_78d12a7b29c047a08d094436,in_3639c9e8d7084035965a0bbb,2025-12-26T00:00:00Z,2025-12-26T15:47:00Z
sub_1348abc1d5254a2c86d737aa,cus_a4ba5043c03545ea982ead32,active,14900,usd,month,False,,,,,2026-04-26T00:00:00Z,2026-05-26T00:00:00Z,Enterprise Plan,pm_0948a5058e274ce9bd7ca685,in_cf047a09e7b246688ec44102,2025-12-27T00:00:00Z,2025-12-27T15:54:00Z
sub_ea8a89eebc1047ea8cac87fe,cus_073360e54c654e9ba9a563d9,active,14900,usd,month,False,,,,,2026-04-26T00:00:00Z,2026-05-26T00:00:00Z,Enterprise Plan,pm_472a84ef2e184184b7dd98a4,in_e4f31e680b234f739a8a328d,2025-12-27T00:00:00Z,2025-12-27T18:50:00Z
sub_5cf3a0368ef64411b687b4a4,cus_7a0d3f0f1dc84aadadf7e8e2,canceled,2900,usd,month,False,2026-03-25T18:32:00Z,,,,2026-02-25T00:00:00Z,2026-03-27T00:00:00Z,Starter Plan,pm_c497dec95ac64ed5bf33d0f4,in_9d53ce44e9cf44ba88fc70ad,2025-12-27T00:00:00Z,2025-12-27T11:46:00Z
sub_851e0ddfd66c4e27a7b5e17d,cus_4dae29c51d814986bb25534d,active,3900,usd,month,False,,,,,2026-04-26T00:00:00Z,2026-05-26T00:00:00Z,Growth Plan,pm_03a011b3d2304caeb5694980,in_ab58d8de707347b99fecac1c,2025-12-27T00:00:00Z,2025-12-27T12:02:00Z
sub_ccf71a510f024b3aadf5acf9,cus_60aaa9b7d920490ba3c61a2e,active,3900,usd,month,False,,,,,2026-04-26T00:00:00Z,2026-05-26T00:00:00Z,Growth Plan,pm_562bbd912fd3468a9e72e3c9,in_997a763ee20b40dda4183367,2025-12-27T00:00:00Z,2025-12-27T12:01:00Z
sub_a93aa2da8167464abc45f198,cus_1e33c69b7a4f48168a842dcb,active,3900,usd,month,False,,,,,2026-04-26T00:00:00Z,2026-05-26T00:00:00Z,Growth Plan,pm_37513ca680f74351b6a6ad81,in_85f0ac7cda5841329e2d9387,2025-12-27T00:00:00Z,2025-12-27T21:52:00Z
sub_0f97b5e336b244a199af2b57,cus_242e6ca8491e4f57b412d587,active,2900,usd,month,False,,,,,2026-04-26T00:00:00Z,2026-05-26T00:00:00Z,Starter Plan,pm_d6a399c973f141c9940f1257,in_a3d2e81e20944bfebcf537bf,2025-12-27T00:00:00Z,2025-12-27T19:46:00Z
sub_14c8e830d0e64438995833f7,cus_50ad329678c94e2a942fedc2,canceled,2900,usd,month,False,2026-03-30T04:44:00Z,,,,2026-03-27T00:00:00Z,2026-04-26T00:00:00Z,Starter Plan,pm_f1b76d6c10a642cfb5a1138c,in_4971eb10531a499598d6e378,2025-12-27T00:00:00Z,2025-12-27T18:40:00Z
sub_a65afff4c89e4296a3c6afc2,cus_11782901ca1e4ac59a33b81a,canceled,7900,usd,month,False,2026-02-13T02:19:00Z,,,,2026-01-27T00:00:00Z,2026-02-26T00:00:00Z,Team Plan,pm_21f931b29c45458990753e69,in_ec663d3d4a6b4d358a7f31f5,2025-12-28T00:00:00Z,2025-12-28T19:20:00Z
sub_f5698ee238d54327bf7f67be,cus_cc249b64a2684df6aa7f7d9c,canceled,3900,usd,month,False,2026-01-15T03:13:00Z,,,,2025-12-28T00:00:00Z,2026-01-27T00:00:00Z,Growth Plan,pm_51099458396f4559aa254c0b,in_b798202a3e334b91b1f9da2a,2025-12-28T00:00:00Z,2025-12-28T08:47:00Z
sub_043502b31a2f4e1bbe68a6cf,cus_b8ddd8cc8ad442a4bdff29bb,active,2900,usd,month,False,,,,,2026-04-27T00:00:00Z,2026-05-27T00:00:00Z,Starter Plan,pm_6161bf770f244de49c2a758c,in_adb506f7d50047009775c900,2025-12-28T00:00:00Z,2025-12-28T17:17:00Z
sub_d378e7e374b147c7be022b57,cus_04c4b116073c454d8c164973,canceled,2900,usd,month,False,2026-04-16T13:41:00Z,,,,2026-03-28T00:00:00Z,2026-04-27T00:00:00Z,Starter Plan,pm_39e126b7713d49b1abc14749,in_1e17cd9378af4540be2c65f0,2025-12-28T00:00:00Z,2025-12-28T09:25:00Z
sub_213977dd5f57410f9adeb404,cus_a1ac2e50b1ca4fbca64cc479,active,4900,usd,month,False,,,,,2026-04-27T00:00:00Z,2026-05-27T00:00:00Z,Pro Plan,pm_d1f27824dc0246a7a3ede056,in_67d742b3ffbe422d9959346d,2025-12-28T00:00:00Z,2025-12-28T13:12:00Z
sub_06e43aaebde74011a133254f,cus_0d34f30f7b7f4cf786adcf6c,active,3900,usd,month,False,,,,,2026-04-27T00:00:00Z,2026-05-27T00:00:00Z,Growth Plan,pm_e73821baa512449988da54bc,in_438388ea848949a7a5d90404,2025-12-28T00:00:00Z,2025-12-28T08:15:00Z
sub_9deb9832688d43b888fbfd60,cus_d96e1cdffe8546b8b54299cc,active,4900,usd,month,False,,,,,2026-04-27T00:00:00Z,2026-05-27T00:00:00Z,Pro Plan,pm_33e50e6aead8451ebb99205d,in_1c07317dfc1041dc91d87835,2025-12-28T00:00:00Z,2025-12-28T13:51:00Z
sub_efdc3ce9791d4093bb14c8e0,cus_ec24c8c6d8b44919a23d3902,active,3900,usd,month,False,,,,,2026-04-28T00:00:00Z,2026-05-28T00:00:00Z,Growth Plan,pm_d428d8378f5244cc8041f772,in_5160156851b146deb995a4ab,2025-12-29T00:00:00Z,2025-12-29T11:57:00Z
sub_e68a70fb04eb4ecfa5f66977,cus_c5bdc4f3d5bf4fdeb0e74b59,active,3900,usd,month,False,,,,,2026-04-28T00:00:00Z,2026-05-28T00:00:00Z,Growth Plan,pm_af23f222d69249d5a5ecde5b,in_592a85e63fd3480e86efc146,2025-12-29T00:00:00Z,2025-12-29T10:12:00Z
sub_677d54ecc51d4fd49e307f58,cus_7ef0721a872e43a195ed627d,active,3900,usd,month,False,,,,,2026-04-28T00:00:00Z,2026-05-28T00:00:00Z,Growth Plan,pm_21acb55f9ae24ab897395c1c,in_5b1bcce3a97d42b68ce4b81b,2025-12-29T00:00:00Z,2025-12-29T10:54:00Z
sub_15ac752eb4f045eeafb4754a,cus_765423921d3a4d7ebc15a0de,active,3900,usd,month,False,,,,,2026-04-28T00:00:00Z,2026-05-28T00:00:00Z,Growth Plan,pm_2c11fdca774a411b96d3afe5,in_ca0100b863ed47138053a120,2025-12-29T00:00:00Z,2025-12-29T21:24:00Z
sub_b150a07aa3c1402e850d2c0c,cus_ecd63748c0294d209dbcd375,active,4900,usd,month,False,,,,,2026-04-28T00:00:00Z,2026-05-28T00:00:00Z,Pro Plan,pm_1573b78f72ab4011b5d12179,in_fe5ff0e3b5084c9b9877c40c,2025-12-29T00:00:00Z,2025-12-29T22:16:00Z
sub_7a84c48985354617855d1c88,cus_0d040df5bd5f42619d4932d8,canceled,3900,usd,month,False,2026-03-27T08:07:00Z,,,,2026-02-28T00:00:00Z,2026-03-30T00:00:00Z,Growth Plan,pm_a47d01e343c9496ab4e6e132,in_e021bc12bd304786b3a5adbf,2025-12-30T00:00:00Z,2025-12-30T20:59:00Z
sub_2646d675736a439d8686333e,cus_58641d7be078449c94c5acd1,active,4900,usd,month,False,,,,,2026-03-30T00:00:00Z,2026-04-29T00:00:00Z,Pro Plan,pm_41ab1b4453e048f8b6c3f96d,in_00de7ff211f147469175fad0,2025-12-30T00:00:00Z,2025-12-30T18:37:00Z
sub_6a7c880bf63041af816e5e3e,cus_1597eddd3ae941c3ba6402fa,active,3900,usd,month,False,,,,,2026-03-30T00:00:00Z,2026-04-29T00:00:00Z,Growth Plan,pm_2dfe366eb7674ac7a184e80d,in_453bd7a5fb5c4f1987e691b9,2025-12-30T00:00:00Z,2025-12-30T08:39:00Z
sub_b593b24840654b12934272ac,cus_0ae7e46fed224719a4549084,active,3900,usd,month,False,,,,,2026-03-30T00:00:00Z,2026-04-29T00:00:00Z,Growth Plan,pm_69969acab10e4892939eac9a,in_8631283b6028470cb333f026,2025-12-30T00:00:00Z,2025-12-30T12:32:00Z
sub_693f939b157140d0b9861615,cus_3f5f2526520a4226917ee7db,active,2900,usd,month,False,,,,,2026-03-30T00:00:00Z,2026-04-29T00:00:00Z,Starter Plan,pm_a42221c388644ae1bb931d7e,in_363efd2bb1aa440c9967249a,2025-12-30T00:00:00Z,2025-12-30T10:48:00Z
sub_4f20e46d280f430d9c780997,cus_39ff2260caeb441bb7c51549,canceled,4900,usd,month,False,2026-04-05T02:39:00Z,,,,2026-03-31T00:00:00Z,2026-04-30T00:00:00Z,Pro Plan,pm_b96b6cb60d5842099f034166,in_1e8eb532279e4b1db9366588,2025-12-31T00:00:00Z,2025-12-31T18:03:00Z
sub_6ca74ce546654f9cabf184c7,cus_06759d7fd39042e5b02ed901,active,3900,usd,month,False,,,,,2026-03-31T00:00:00Z,2026-04-30T00:00:00Z,Growth Plan,pm_a6573bd6494a4a0383b7ec42,in_cc467347cc93406d8ef937fb,2025-12-31T00:00:00Z,2025-12-31T08:09:00Z
sub_7bb3c1d708614819a5618ad3,cus_d69a8ee053bd448a814aff5d,active,4900,usd,month,False,,,,,2026-03-31T00:00:00Z,2026-04-30T00:00:00Z,Pro Plan,pm_db078f815ce8449d9225b767,in_b7dc7266d6f84cca83467c65,2025-12-31T00:00:00Z,2025-12-31T14:01:00Z
